,qiita_sample_name,box_id,cage_id,collection_timepoint,collection_timestamp,date_colonized,diet,elevation,elevation_units,empo_1,empo_2,empo_3,env_biome,env_feature,env_material,env_package,geo_loc_name,host_age,host_age_units,host_body_habitat,host_body_product,host_body_site,host_common_name,host_scientific_name,host_subject_id,host_taxid,host_weight,host_weight_units,iacuc_institute,iacuc_protocol_id,isolate_number,latitude,latitude_units,life_stage,longitude,longitude_units,mouse_dob,mouse_id,mouse_strain,qiita_study_id,sample_type,scientific_name,sex,taxon_id,tube_id,mouse,dam,sire,date_collected,bacteria_strain,extraction_method,extraction_kit,run,plate,observed_features
27L_Month3_24,12986.27L.Month3.24,4.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27L,10090.0,not provided,g,UCSD,S16285,24,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27L-24_Month3,27L,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,5364
27L_Month3_2p,12986.27L.Month3.2.pos,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27L,10090.0,not provided,g,UCSD,S16285,2p,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27L-2_Month3_GFPpos,27L,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4562
27L_Month3_3,12986.27L.Month3.3,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27L,10090.0,not provided,g,UCSD,S16285,3,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27L-3_Month3,27L,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4622
27L_Month3_3p,12986.27L.Month3.3.pos,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27L,10090.0,not provided,g,UCSD,S16285,3p,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27L-3_Month3_GFPpos,27L,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4623
27L_Month3_4,12986.27L.Month3.4,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27L,10090.0,not provided,g,UCSD,S16285,4,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27L-4_Month3,27L,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,5502
27L_Month3_4p,12986.27L.Month3.4.pos,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27L,10090.0,not provided,g,UCSD,S16285,4p,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27L-4_Month3_GFPpos,27L,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4622
27L_Month3_5,12986.27L.Month3.5,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27L,10090.0,not provided,g,UCSD,S16285,5,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27L-5_Month3,27L,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,5372
27L_Month3_5p,12986.27L.Month3.5.pos,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27L,10090.0,not provided,g,UCSD,S16285,5p,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27L-5_Month3_GFPpos,27L,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4744
27L_Month3_6,12986.27L.Month3.6,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27L,10090.0,not provided,g,UCSD,S16285,6,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27L-6_Month3,27L,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,5116
27L_Month3_6p,12986.27L.Month3.6.pos,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27L,10090.0,not provided,g,UCSD,S16285,6p,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27L-6_Month3_GFPpos,27L,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,5154
27L_Month3_7,12986.27L.Month3.7,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27L,10090.0,not provided,g,UCSD,S16285,7,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27L-7_Month3,27L,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,5246
27L_Month3_7p,12986.27L.Month3.7.pos,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27L,10090.0,not provided,g,UCSD,S16285,7p,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27L-7_Month3_GFPpos,27L,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,5308
27L_Month3_8,12986.27L.Month3.8,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27L,10090.0,not provided,g,UCSD,S16285,8,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27L-8_Month3,27L,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4621
27L_Month3_8p,12986.27L.Month3.8.pos,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27L,10090.0,not provided,g,UCSD,S16285,8p,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27L-8_Month3_GFPpos,27L,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4623
27L_Month3_9,12986.27L.Month3.9,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27L,10090.0,not provided,g,UCSD,S16285,9,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27L-9_Month3,27L,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4625
27L_Month3_9p,12986.27L.Month3.9.pos,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27L,10090.0,not provided,g,UCSD,S16285,9p,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27L-9_Month3_GFPpos,27L,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,5084
27N_Month3_1,12986.27N.Month3.1,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27N,10090.0,not provided,g,UCSD,S16285,1,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27N-1_Month3,27N,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4625
27N_Month3_10,12986.27N.Month3.10,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27N,10090.0,not provided,g,UCSD,S16285,10,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27N-10_Month3,27N,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4624
27N_Month3_11,12986.27N.Month3.11,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27N,10090.0,not provided,g,UCSD,S16285,11,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27N-11_Month3,27N,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4627
27N_Month3_12,12986.27N.Month3.12,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27N,10090.0,not provided,g,UCSD,S16285,12,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27N-12_Month3,27N,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4625
27N_Month3_13,12986.27N.Month3.13,4.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27N,10090.0,not provided,g,UCSD,S16285,13,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27N-13_Month3,27N,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4726
27N_Month3_14,12986.27N.Month3.14,4.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27N,10090.0,not provided,g,UCSD,S16285,14,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27N-14_Month3,27N,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4624
27N_Month3_15,12986.27N.Month3.15,4.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27N,10090.0,not provided,g,UCSD,S16285,15,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27N-15_Month3,27N,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4624
27N_Month3_16,12986.27N.Month3.16,4.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27N,10090.0,not provided,g,UCSD,S16285,16,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27N-16_Month3,27N,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4622
27N_Month3_17,12986.27N.Month3.17,4.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27N,10090.0,not provided,g,UCSD,S16285,17,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27N-17_Month3,27N,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4719
27N_Month3_18,12986.27N.Month3.18,4.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27N,10090.0,not provided,g,UCSD,S16285,18,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27N-18_Month3,27N,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4740
27N_Month3_19,12986.27N.Month3.19,4.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27N,10090.0,not provided,g,UCSD,S16285,19,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27N-19_Month3,27N,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4627
27N_Month3_2,12986.27N.Month3.2,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27N,10090.0,not provided,g,UCSD,S16285,2,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27N-2_Month3,27N,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4625
27N_Month3_20,12986.27N.Month3.20,4.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27N,10090.0,not provided,g,UCSD,S16285,20,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27N-20_Month3,27N,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4621
27N_Month3_21,12986.27N.Month3.21,4.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27N,10090.0,not provided,g,UCSD,S16285,21,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27N-21_Month3,27N,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4668
27N_Month3_22,12986.27N.Month3.22,4.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27N,10090.0,not provided,g,UCSD,S16285,22,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27N-22_Month3,27N,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4625
27N_Month3_23,12986.27N.Month3.23,4.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27N,10090.0,not provided,g,UCSD,S16285,23,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27N-23_Month3,27N,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4630
27N_Month3_3,12986.27N.Month3.3,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27N,10090.0,not provided,g,UCSD,S16285,3,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27N-3_Month3,27N,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4624
27N_Month3_4,12986.27N.Month3.4,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27N,10090.0,not provided,g,UCSD,S16285,4,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27N-4_Month3,27N,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4623
27N_Month3_5,12986.27N.Month3.5,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27N,10090.0,not provided,g,UCSD,S16285,5,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27N-5_Month3,27N,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4623
27N_Month3_6,12986.27N.Month3.6,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27N,10090.0,not provided,g,UCSD,S16285,6,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27N-6_Month3,27N,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4624
27N_Month3_7,12986.27N.Month3.7,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27N,10090.0,not provided,g,UCSD,S16285,7,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27N-7_Month3,27N,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4623
27N_Month3_8,12986.27N.Month3.8,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27N,10090.0,not provided,g,UCSD,S16285,8,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27N-8_Month3,27N,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4624
27N_Month3_9,12986.27N.Month3.9,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27N,10090.0,not provided,g,UCSD,S16285,9,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27N-9_Month3,27N,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4625
27R_Month3_1,12986.27R.Month3.1,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27R,10090.0,not provided,g,UCSD,S16285,1,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27R,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27R-1_Month3,27R,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,5483
27R_Month3_1p,12986.27R.Month3.1.pos,2.0,27.0,Month3,10/17/17 10:00,7/12/17 0:00,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,21.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,27R,10090.0,not provided,g,UCSD,S16285,1,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17 0:00,27R,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,27R-1_Month3_GFPpos,27R,B1,B,10/17/17,AZ20,filter,Qiagen UltraClean,1.0,,4547
